"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"NO.6609","0.00126","0.0023","0.003857","0.007078","0.01372","0.020365","0.025143","0.027276","0.026562","0.025482","0.024183","0.022875","0.021914","0.021542","0.021781","0.021314","0.021153","0.02217","0.022287","0.022554","0.02235","0.022418","0.022431","0.022592"
"NO.6611","0.0113","0.01475","0.0257","0.03","0.04986","0.052683","0.060043","0.0615","0.060556","0.05748","0.054545","0.052592","0.050954","0.05","0.048327","0.046581","0.047682","0.047256","0.048074","0.04919","0.04771","0.047791","0.048257","0.048483"
"NO.6612","0.00144","0.004655","0.010363","0.020198","0.03305","0.043025","0.051194","0.055703","0.05354","0.050894","0.049184","0.047021","0.045682","0.045017","0.044619","0.043786","0.0443","0.047113","0.048938","0.050253","0.049995","0.050728","0.051737","0.051368"
"NO.6613","0.000737","0.001368","0.004107","0.0105","0.018868","0.026812","0.034776","0.042194","0.043854","0.041977","0.040254","0.038576","0.037365","0.036631","0.035751","0.034854","0.034653","0.036397","0.037233","0.037687","0.037515","0.037861","0.038528","0.038093"
"NO.6614","0.00068","0.002495","0.00489","0.00847","0.01458","0.025412","0.030674","0.034846","0.034424","0.033558","0.032357","0.030797","0.030011","0.029641","0.029865","0.029773","0.030261","0.032551","0.033667","0.034848","0.035425","0.036839","0.038039","0.038593"
"NO.6617","0.001253","0.001221","0.002039","0.003021","0.004326","0.005669","0.009253","0.01346","0.016015","0.016648","0.016339","0.015712","0.015189","0.015109","0.015616","0.015761","0.015701","0.016291","0.016832","0.017588","0.017702","0.018077","0.018714","0.01916"
"NO.6618","0.00255","0.00318","0.006057","0.013405","0.02402","0.032336","0.037918","0.03729","0.035386","0.03332","0.031881","0.030385","0.029156","0.028147","0.028175","0.027672","0.027699","0.02963","0.031006","0.032087","0.032055","0.032833","0.033404","0.033683"
"NO.6619","0.00108","0.002162","0.003021","0.005665","0.011092","0.01859","0.025241","0.029772","0.029636","0.02873","0.026975","0.025387","0.023882","0.023066","0.022221","0.021494","0.02115","0.02177","0.021867","0.022171","0.02191","0.021996","0.022038","0.022002"
"NO.6620","0.00144","0.00395","0.006417","0.011655","0.01843","0.026105","0.033461","0.037226","0.037196","0.036472","0.034848","0.033131","0.031492","0.032262","0.033125","0.032906","0.034426","0.038878","0.040938","0.042307","0.042551","0.043466","0.045485","0.046166"
"NO.6621","0.002467","0.004533","0.010055","0.017911","0.027393","0.036326","0.044823","0.047531","0.04589","0.043291","0.04091","0.038772","0.036941","0.036035","0.035576","0.035125","0.035786","0.038937","0.040519","0.041941","0.041915","0.042559","0.043663","0.043869"
"NO.6622","0.002800 ","0.003436 ","0.006857 ","0.009670 ","0.012540 ","0.018552 ","0.022840 ","0.024449 ","0.023496 ","0.021753 ","0.020718 ","0.020074 ","0.018924 ","0.018546 ","0.018634 ","0.018160 ","0.017863 ","0.018833 ","0.019456 ","0.019713 ","0.019566 ","0.019589 ","0.019610 ","0.019373 "
"NO.6623","0.0025","0.0033","0.004333","0.0158","0.01902","0.027567","0.035486","0.0382","0.038667","0.03697","0.035973","0.035383","0.035515","0.035229","0.03606","0.037031","0.0392","0.042456","0.0435","0.043785","0.043743","0.044159","0.043974","0.044542"
"NO.6625","0.000737","0.002496","0.00673","0.012126","0.017861","0.023984","0.030679","0.0321","0.032815","0.03148","0.029897","0.028851","0.028161","0.028202","0.029024","0.028725","0.03024","0.033348","0.034752","0.036561","0.036825","0.038127","0.039939","0.040416"
"NO.6627","0.00082","0.001175","0.001703","0.00362","0.00621","0.007848","0.010359","0.011941","0.011542","0.010894","0.010841","0.010668","0.010682","0.01208","0.012904","0.013443","0.014408","0.01669","0.017545","0.019383","0.020008","0.021283","0.023036","0.023681"
"NO.6629","0.00149","0.00257","0.005583","0.008135","0.01278","0.019233","0.024754","0.025448","0.024539","0.023257","0.022227","0.021367","0.020551","0.020769","0.02104","0.020406","0.020168","0.021091","0.020974","0.020974","0.020824","0.020555","0.02042","0.020114"
"NO.6630","0.0027","0.00495","0.010767","0.01725","0.02226","0.022","0.023314","0.027263","0.028944","0.02911","0.027855","0.027233","0.026331","0.026736","0.02676","0.027444","0.028953","0.031339","0.033263","0.033935","0.035781","0.036527","0.039474","0.040079"
"NO.6631","0.00236","0.00337","0.004793","0.007713","0.01436","0.022547","0.029946","0.035854","0.035886","0.03509","0.03355","0.032993","0.032305","0.032232","0.033519","0.033433","0.034205","0.037597","0.038218","0.039329","0.038882","0.039328","0.040306","0.040105"
"NO.6634","0.0134","0.035","0.0405","0.042475","0.04154","0.042817","0.039186","0.036275","0.034133","0.03128","0.029682","0.028167","0.028008","0.027893","0.027227","0.027544","0.028447","0.02955","0.030574","0.03225","0.03261","0.0343","0.035991","0.03625"
"NO.6636","0.000737","0.000943","0.001019","0.003627","0.00833","0.013207","0.014614","0.015056","0.014522","0.014923","0.014773","0.017203","0.019203","0.020992","0.02257","0.022965","0.024935","0.028167","0.029715","0.031253","0.031953","0.033212","0.035094","0.03564"
"NO.6638","0.0048","0.0033","0.003867","0.008575","0.01374","0.021217","0.026086","0.027625","0.027644","0.02746","0.026564","0.025067","0.025177","0.025157","0.024973","0.025694","0.027747","0.030022","0.033126","0.03531","0.036886","0.038655","0.040352","0.040513"
"NO.6640","0.00138","0.00145","0.00253","0.006215","0.011042","0.017825","0.025123","0.029169","0.030293","0.029069","0.027451","0.026497","0.025562","0.025724","0.02673","0.026833","0.027035","0.029511","0.030942","0.032995","0.034303","0.036416","0.03893","0.039785"
"NO.6644","0.0009","0.001368","0.002656","0.004821","0.008721","0.01417","0.019559","0.021026","0.020144","0.018823","0.018023","0.017276","0.017802","0.019238","0.019252","0.018888","0.019314","0.020768","0.022221","0.023918","0.0244","0.02548","0.026871","0.027168"
"NO.6645","0.002","0.0027","0.0061","0.009325","0.0126","0.015","0.0161","0.017263","0.016611","0.0168","0.016718","0.017342","0.018692","0.019043","0.020213","0.021225","0.022547","0.024261","0.025421","0.02777","0.028767","0.030409","0.032009","0.033133"
"NO.6647","0.0026","0.0069","0.009","0.011","0.0134","0.019483","0.024757","0.0253","0.0246","0.02369","0.022636","0.0215","0.021215","0.021336","0.022313","0.022438","0.023353","0.025833","0.029426","0.0324","0.034443","0.036677","0.038913","0.04625"
"NO.6648","0.00103","0.00229","0.004137","0.005798","0.00725","0.011755","0.013073","0.014784","0.015958","0.016517","0.016069","0.015425","0.014885","0.014639","0.014482","0.014213","0.015388","0.017475","0.019491","0.022144","0.023864","0.026224","0.028058","0.028532"
"NO.6652","0.00007","0.000985","0.0025","0.004223","0.005296","0.007405","0.008669","0.010476","0.011034","0.010571","0.010406","0.010485","0.010355","0.010815","0.011611","0.012031","0.012975","0.014556","0.015558","0.017138","0.018102","0.01859","0.019484","0.019965"
"NO.6653","0.0037","0.00485","0.007167","0.013925","0.01922","0.0301","0.039986","0.042575","0.041056","0.039","0.0382","0.038483","0.038962","0.042007","0.043227","0.0455","0.047365","0.052967","0.057979","0.061355","0.063538","0.065755","0.068261","0.067917"
"NO.6654","0.0004","0.001455","0.004373","0.007018","0.008992","0.009432","0.011294","0.012204","0.012563","0.011914","0.011355","0.011077","0.01079","0.010761","0.011392","0.01166","0.012211","0.013448","0.014008","0.015367","0.016374","0.017117","0.018216","0.018788"
"NO.6655","0.001601","0.002064","0.004281","0.0065","0.010177","0.014535","0.018606","0.020005","0.02139","0.021408","0.020902","0.020483","0.020319","0.020631","0.021217","0.021972","0.022969","0.025707","0.027638","0.029145","0.029675","0.030941","0.032754","0.034104"
"NO.6657","0.000817","0.002495","0.00469","0.007249","0.012341","0.018125","0.018913","0.019813","0.018987","0.018725","0.018739","0.018819","0.019535","0.020711","0.022275","0.023363","0.025283","0.028648","0.030673","0.033219","0.033397","0.034949","0.036733","0.037025"
"NO.6659","0.0009","0.00114","0.002737","0.0049","0.007628","0.01051","0.011211","0.011859","0.012038","0.011406","0.010994","0.010804","0.012218","0.013824","0.015042","0.015928","0.017104","0.019283","0.020625","0.021838","0.022294","0.023089","0.024097","0.024833"
"NO.6663","0.001961","0.003518","0.009549","0.013091","0.017497","0.021922","0.022819","0.022608","0.021822","0.021229","0.020905","0.021375","0.02227","0.024843","0.026362","0.026273","0.027094","0.03084","0.033159","0.034603","0.034774","0.035339","0.036218","0.036501"
"NO.6665","0.004","0.0085","0.0144","0.018225","0.01784","0.01725","0.018357","0.018125","0.018278","0.01877","0.020182","0.021175","0.022662","0.023629","0.02472","0.026175","0.031512","0.035456","0.037737","0.03926","0.039495","0.039677","0.043252","0.044913"
"NO.6666","0.00019","0.000695","0.001187","0.003013","0.00588","0.008775","0.01234","0.01372","0.014887","0.015372","0.015915","0.016662","0.017267","0.018511","0.020429","0.021371","0.023419","0.025818","0.026881","0.02783","0.02808","0.029163","0.030968","0.03134"
"NO.6671","0.002","0.0025","0.0029","0.0045","0.007","0.0104","0.015129","0.018375","0.020656","0.02189","0.021818","0.021417","0.021231","0.021929","0.0228","0.024125","0.025182","0.029622","0.032842","0.036615","0.038524","0.042273","0.044783","0.045833"
"NO.6672","0.000817","0.001366","0.002432","0.004396","0.007718","0.010443","0.011644","0.011762","0.011618","0.011297","0.011266","0.011109","0.011251","0.011803","0.013004","0.01298","0.013677","0.015219","0.016847","0.018885","0.019848","0.021144","0.022759","0.023185"
"NO.6673","0.000883","0.001257","0.003155","0.005642","0.011563","0.018963","0.026064","0.028738","0.028807","0.027541","0.027048","0.027103","0.028389","0.030145","0.031747","0.031644","0.032373","0.035623","0.038436","0.041489","0.042991","0.044802","0.046598","0.046793"
"NO.6674","0.00118","0.00114","0.004087","0.008233","0.0116","0.018857","0.02203","0.022358","0.022042","0.021273","0.020485","0.020233","0.020555","0.022341","0.02311","0.023761","0.025652","0.02825","0.030391","0.032319","0.032767","0.033943","0.034742","0.034477"
"NO.6676","0.00609","0.00741","0.01344","0.018863","0.023098","0.026162","0.030256","0.031024","0.032559","0.030864","0.029878","0.028238","0.02719","0.027724","0.029201","0.028856","0.029542","0.031966","0.033385","0.034749","0.035025","0.035475","0.035843","0.035843"
"NO.6677","0.000239","0.000554","0.000649","0.001248","0.002605","0.004725","0.006937","0.009631","0.010429","0.010433","0.010223","0.009942","0.009722","0.009514","0.009633","0.009908","0.010122","0.010581","0.011079","0.011776","0.011824","0.012039","0.012156","0.012214"
"NO.6680","0.002","0.0025","0.006","0.0105","0.0184","0.0265","0.031","0.02875","0.032222","0.0313","0.032727","0.031167","0.029615","0.028571","0.031333","0.030625","0.031765","0.036111","0.036316","0.0375","0.039048","0.039545","0.04","0.04"
"NO.6681","0.0017","0.00263","0.004483","0.007928","0.013882","0.02132","0.028361","0.030425","0.031353","0.030409","0.029083","0.028422","0.027496","0.027321","0.02804","0.028036","0.028352","0.030801","0.032769","0.035041","0.03652","0.038078","0.039276","0.039608"
"NO.6682","0.0013","0.00105","0.001333","0.002075","0.00314","0.0052","0.007771","0.011263","0.013189","0.01699","0.019427","0.020175","0.020177","0.01985","0.0195","0.019688","0.019676","0.020767","0.021863","0.02274","0.022757","0.023114","0.023196","0.024708"
"NO.6683","0.0052","0.0043","0.004367","0.00685","0.00866","0.011217","0.013771","0.0185","0.0227","0.02328","0.023845","0.024375","0.023554","0.02355","0.022633","0.022738","0.024012","0.025272","0.026184","0.02654","0.026576","0.027591","0.028165","0.028846"
"NO.6684","0.0028","0.00375","0.010613","0.019525","0.02498","0.034483","0.037957","0.039463","0.0379","0.03662","0.035182","0.034058","0.0335","0.03375","0.034127","0.034388","0.034724","0.037794","0.0404","0.043335","0.044405","0.045623","0.048465","0.04845"
"NO.6685","0.002091","0.002178","0.003567","0.008076","0.014777","0.02374","0.033763","0.038429","0.038852","0.038413","0.037126","0.035394","0.034666","0.035068","0.035842","0.03524","0.034996","0.03761","0.040362","0.043071","0.044315","0.045468","0.047313","0.048195"
"NO.6686","0.00138","0.003735","0.006783","0.01311","0.020434","0.025703","0.031836","0.03376","0.034191","0.032805","0.031356","0.03003","0.029154","0.028959","0.029727","0.029586","0.029871","0.032536","0.034305","0.036795","0.037564","0.038484","0.039884","0.040432"
"NO.6687","0.00149","0.002255","0.002867","0.007845","0.01381","0.021293","0.029883","0.033779","0.033189","0.031391","0.029215","0.027565","0.026351","0.025781","0.025722","0.025576","0.026299","0.028598","0.030543","0.032302","0.032997","0.03453","0.035717","0.035674"
"NO.6688","0.001487","0.002045","0.002225","0.004712","0.008887","0.013551","0.01948","0.024353","0.024419","0.024062","0.022825","0.021867","0.021113","0.021074","0.021704","0.022183","0.022548","0.024101","0.025254","0.026684","0.027081","0.028184","0.028921","0.029395"
"NO.6691","0.0008","0.0015","0.002333","0.00275","0.0036","0.004883","0.005929","0.0085","0.010444","0.0146","0.019909","0.022833","0.023692","0.023571","0.0232","0.023375","0.024059","0.026111","0.028421","0.03035","0.031286","0.032773","0.034087","0.0345"
"NO.6693","0.0038","0.0034","0.003667","0.003525","0.0053","0.008567","0.0164","0.02175","0.0298","0.03218","0.033","0.033425","0.033815","0.034043","0.0346","0.03425","0.036441","0.04025","0.044084","0.046895","0.049219","0.051114","0.0532","0.052733"
"NO.6694","0.000459","0.000698","0.002855","0.006663","0.011537","0.018066","0.024008","0.024497","0.024455","0.02299","0.021813","0.020557","0.019629","0.019896","0.020593","0.019888","0.020681","0.022946","0.024204","0.025752","0.026287","0.027249","0.028129","0.028822"
"NO.6695","0.012211","0.020304","0.03792","0.039148","0.038306","0.03657","0.035911","0.034409","0.032228","0.030335","0.028893","0.02844","0.027891","0.027788","0.028426","0.02867","0.029163","0.030653","0.031248","0.03278","0.033009","0.034121","0.034951","0.035265"
"NO.6697","0.00048","0.001255","0.001373","0.002328","0.004166","0.006853","0.011231","0.012539","0.012841","0.012838","0.012711","0.012449","0.012613","0.013371","0.014396","0.013952","0.014839","0.01751","0.019862","0.022585","0.023254","0.025362","0.02785","0.028543"
"NO.6699","0.00013","0.000475","0.001447","0.00186","0.002942","0.003993","0.0057","0.007095","0.007758","0.007383","0.007173","0.007097","0.006963","0.007731","0.00777","0.007909","0.009412","0.011219","0.012224","0.012565","0.01324","0.01375","0.013935","0.013883"
"NO.69","0.00021","0.00086","0.00217","0.00435","0.0066","0.00931","0.012","0.01362","0.01417","0.01478","0.01587","0.01708","0.01744","0.01805","0.01809","0.01942","0.0211","0.0223","0.02385","0.02457","0.02496","0.02515","0.02688","0.02721"
